Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
INOH1079ci,NA,NODE_63_length_4155_cov_102.224112,2253,2723,+,dfrA7,trimethoprim-resistant dihydrofolate reductase DfrA7,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_000703418.1,trimethoprim-resistant dihydrofolate reductase DfrA7,NA,NA
INOH1079ci,NA,NODE_63_length_4155_cov_102.224112,2956,3300,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
INOH1079ci,NA,NODE_63_length_4155_cov_102.224112,3297,4067,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,BLASTX,257,275,93.45,98.83,257,WP_063855066.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
INOH1079ci,NA,NODE_69_length_2907_cov_30.420228,775,2022,+,iucA,aerobactin synthase IucA,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,416,576,72.22,99.04,416,EGI25746.1,aerobactin synthase IucA,NA,NA
INOH1079ci,NA,NODE_69_length_2907_cov_30.420228,2026,2907,+,iucB,N(6)-hydroxylysine O-acetyltransferase IucB,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,294,315,93.33,99.32,294,AAN82074.1,N(6)-hydroxylysine O-acetyltransferase IucB,NA,NA
INOH1079ci,NA,NODE_75_length_1823_cov_103.237253,534,1391,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
INOH1079ci,NA,NODE_81_length_1258_cov_30.533218,165,1256,+,iucC,NIS family aerobactin synthetase IucC,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIAL_CONTIG_ENDX,364,580,62.76,99.73,364,AAN82073.1,NIS family aerobactin synthetase IucC,NA,NA
INOH1079di,NA,NODE_12_length_160058_cov_30.779375,55871,58126,+,parC_S57T,Escherichia quinolone resistant ParC,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,752,752,100,99.2,752,WP_001281881.1,DNA topoisomerase IV subunit A ParC,NA,NA
INOH1079di,NA,NODE_14_length_150424_cov_23.444244,116288,116551,-,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,BLASTX,88,88,100,98.86,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH1079di,NA,NODE_15_length_138095_cov_32.370801,30008,30577,+,lpfA-O113,long polar fimbria major subunit LpfA-O113,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,190,190,100,100,190,ACB16424.1,long polar fimbria major subunit LpfA-O113,NA,NA
INOH1079di,NA,NODE_15_length_138095_cov_32.370801,92561,93748,-,emrD,multidrug efflux MFS transporter EmrD,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,396,396,100,99.75,396,EFF04178.1,multidrug efflux MFS transporter EmrD,NA,NA
INOH1079di,NA,NODE_15_length_138095_cov_32.370801,103886,105274,+,uhpT_E350Q,Escherichia fosfomycin resistant UhpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,463,463,100,99.78,463,WP_000879194.1,hexose phosphate transporter UhpT,NA,NA
INOH1079di,NA,NODE_15_length_138095_cov_32.370801,121642,123336,-,eilA,HilA family transcriptional regulator EilA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,565,565,100,99.65,565,ACB16655.1,HilA family transcriptional regulator EilA,NA,NA
INOH1079di,NA,NODE_20_length_94962_cov_32.406017,48174,50717,-,cyaA_S352T,Escherichia fosmidomycin resistant CyaA,core,AMR,POINT,FOSMIDOMYCIN,FOSMIDOMYCIN,POINTX,848,848,100,99.17,848,WP_000281668.1,adenylate cyclase CyaA,NA,NA
INOH1079di,NA,NODE_25_length_48994_cov_28.166295,758,1270,-,aggA,aggregative adherence fimbria I major subunit AggA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,171,171,100,97.66,171,AAR02190.1,aggregative adherence fimbria I major subunit AggA,NA,NA
INOH1079di,NA,NODE_25_length_48994_cov_28.166295,1374,1808,-,aggB,aggregative adherence fimbria I minor subunit AggB,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,145,145,100,98.62,145,EHF16297.1,aggregative adherence fimbria I minor subunit AggB,NA,NA
INOH1079di,NA,NODE_25_length_48994_cov_28.166295,1825,4350,-,aggC,aggregative adherence fimbria I usher protein AggC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,842,842,100,99.76,842,AAA57452.1,aggregative adherence fimbria I usher protein AggC,NA,NA
INOH1079di,NA,NODE_25_length_48994_cov_28.166295,4367,5122,-,aggD,aggregative adherence fimbria I chaperone AggD,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,252,252,100,99.21,252,AAA57451.1,aggregative adherence fimbria I chaperone AggD,NA,NA
INOH1079di,NA,NODE_27_length_40469_cov_31.534209,376,1605,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,97.32,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH1079di,NA,NODE_2_length_410630_cov_26.021326,206208,207563,+,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.12,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH1079di,NA,NODE_2_length_410630_cov_26.021326,222732,225356,+,gyrA_S83L,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,99.09,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH1079di,NA,NODE_31_length_24395_cov_24.839727,14414,16135,+,iucA,aerobactin synthase IucA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,574,576,100,98.61,576,EGI25746.1,aerobactin synthase IucA,NA,NA
INOH1079di,NA,NODE_31_length_24395_cov_24.839727,16139,17083,+,iucB,N(6)-hydroxylysine O-acetyltransferase IucB,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,315,315,100,100,315,AAN82074.1,N(6)-hydroxylysine O-acetyltransferase IucB,NA,NA
INOH1079di,NA,NODE_31_length_24395_cov_24.839727,17086,18825,+,iucC,NIS family aerobactin synthetase IucC,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,580,580,100,100,580,AAN82073.1,NIS family aerobactin synthetase IucC,NA,NA
INOH1079di,NA,NODE_31_length_24395_cov_24.839727,18825,20159,+,iucD,NADPH-dependent L-lysine N(6)-monooxygenase IucD,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,445,445,100,98.88,445,AAD44749.1,NADPH-dependent L-lysine N(6)-monooxygenase IucD,NA,NA
INOH1079di,NA,NODE_31_length_24395_cov_24.839727,20168,22360,+,iutA,ferric aerobactin receptor IutA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,731,731,100,99.18,731,AAN45165.2,ferric aerobactin receptor IutA,NA,NA
INOH1079di,NA,NODE_33_length_19176_cov_31.672171,7086,8171,-,capU,putative hexosyltransferase CapU,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,362,362,100,99.45,362,CAV02025.1,putative hexosyltransferase CapU,NA,NA
INOH1079di,NA,NODE_34_length_18159_cov_30.496512,2716,3951,-,aatA,dispersin export ABC transporter outer membrane protein AatA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,412,412,100,99.76,412,CAU95796.1,dispersin export ABC transporter outer membrane protein AatA,NA,NA
INOH1079di,NA,NODE_34_length_18159_cov_30.496512,9364,9561,-,aar,AggR-activated transcriptional regulator Aar,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,66,66,100,98.48,66,ASK37426.1,AggR-activated transcriptional regulator Aar,NA,NA
INOH1079di,NA,NODE_34_length_18159_cov_30.496512,10292,10639,+,aap,dispersin Aap,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,116,116,100,96.55,116,CBG27807.1,dispersin Aap,NA,NA
INOH1079di,NA,NODE_34_length_18159_cov_30.496512,11483,12277,+,aggR,aggregative adherence transcriptional regulator AggR,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,265,265,100,100,265,CAA83535.1,aggregative adherence transcriptional regulator AggR,NA,NA
INOH1079di,NA,NODE_39_length_10083_cov_33.776242,4450,4869,-,merC,organomercurial transporter MerC,plus,STRESS,METAL,MERCURY,ORGANOMERCURY,EXACTX,140,140,100,100,140,AAC33908.1,organomercurial transporter MerC,NA,NA
INOH1079di,NA,NODE_39_length_10083_cov_33.776242,4908,5180,-,merP,mercury resistance system periplasmic binding protein MerP,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,91,91,100,90.11,91,AAC38219.1,mercury resistance system periplasmic binding protein MerP,NA,NA
INOH1079di,NA,NODE_39_length_10083_cov_33.776242,5197,5544,-,merT,mercuric transport protein MerT,plus,STRESS,METAL,MERCURY,MERCURY,EXACTX,116,116,100,100,116,AAB59075.1,mercuric transport protein MerT,NA,NA
INOH1079di,NA,NODE_39_length_10083_cov_33.776242,5616,6047,+,merR,mercury resistance transcriptional regulator MerR,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,144,144,100,93.75,144,CAA77320.1,mercury resistance transcriptional regulator MerR,NA,NA
INOH1079di,NA,NODE_39_length_10083_cov_33.776242,8083,9279,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
INOH1079di,NA,NODE_43_length_4582_cov_31.768905,1962,2774,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043265.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
INOH1079di,NA,NODE_43_length_4582_cov_31.768905,2838,3638,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
INOH1079di,NA,NODE_43_length_4582_cov_31.768905,3641,4474,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
INOH1079di,NA,NODE_46_length_3658_cov_33.448441,89,859,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,BLASTX,257,275,93.45,98.83,257,WP_063855066.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
INOH1079di,NA,NODE_46_length_3658_cov_33.448441,856,1200,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
INOH1079di,NA,NODE_46_length_3658_cov_33.448441,1433,1903,-,dfrA7,trimethoprim-resistant dihydrofolate reductase DfrA7,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_000703418.1,trimethoprim-resistant dihydrofolate reductase DfrA7,NA,NA
INOH1079di,NA,NODE_4_length_382898_cov_28.274719,297613,301860,-,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1416,1416,100,94.84,1416,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH1079di,NA,NODE_51_length_1823_cov_32.793444,534,1391,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
INOH1079di,NA,NODE_5_length_340777_cov_32.006604,133043,134173,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,97.88,377,AAZ85968.1,cephalosporin-hydrolyzing class C beta-lactamase EC-8,NA,NA
INOH1079di,NA,NODE_7_length_284257_cov_29.643322,202033,203451,+,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,473,473,100,92.6,473,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH1079di,NA,NODE_9_length_198951_cov_30.322979,6640,8319,-,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,PARTIALX,560,1034,54.16,99.64,560,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH1113di,NA,NODE_10_length_134140_cov_32.266515,116109,117239,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,97.88,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH1113di,NA,NODE_18_length_94020_cov_25.134032,14107,14370,-,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,EXACTX,88,88,100,100,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH1113di,NA,NODE_26_length_49013_cov_33.639204,42802,43890,-,pmrB_Y358N,Escherichia colistin resistant PmrB,core,AMR,POINT,COLISTIN,COLISTIN,POINTX,363,363,100,98.9,363,WP_001300761.1,two-component system sensor histidine kinase PmrB,NA,NA
INOH1113di,NA,NODE_36_length_36322_cov_31.338072,27829,30930,+,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.9,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH1113di,NA,NODE_46_length_22041_cov_13.701759,4586,5080,-,psi-GI,heat resistance protein PsiE-GI,plus,STRESS,HEAT,NA,NA,BLASTX,165,165,100,96.36,165,APX31178.1,heat resistance protein PsiE-GI,NA,NA
INOH1113di,NA,NODE_46_length_22041_cov_13.701759,5080,6792,-,kefB-GI,heat resistance system K+/H+ antiporter KefB-GI,plus,STRESS,HEAT,NA,NA,BLASTX,571,571,100,99.47,571,APX31177.1,heat resistance system K+/H+ antiporter KefB-GI,NA,NA
INOH1113di,NA,NODE_46_length_22041_cov_13.701759,6799,7236,-,trxLHR,heat resistance system thioredoxin Trx-GI,plus,STRESS,HEAT,NA,NA,BLASTX,146,146,100,99.32,146,APX31176.1,heat resistance system thioredoxin Trx-GI,NA,NA
INOH1113di,NA,NODE_46_length_22041_cov_13.701759,8454,9062,-,hdeD-GI,heat resistance membrane protein HdeD-GI,plus,STRESS,HEAT,NA,NA,BLASTX,203,203,100,97.54,203,APX31174.1,heat resistance membrane protein HdeD-GI,NA,NA
INOH1113di,NA,NODE_46_length_22041_cov_13.701759,9155,10039,-,yfdX2,heat resistance protein YfdX2,plus,STRESS,HEAT,NA,NA,BLASTX,295,295,100,98.98,295,ASF80766.1,heat resistance protein YfdX2,NA,NA
INOH1113di,NA,NODE_46_length_22041_cov_13.701759,10145,11056,-,yfdX1,heat resistance protein YfdX1,plus,STRESS,HEAT,NA,NA,EXACTX,304,304,100,100,304,APX31172.1,heat resistance protein YfdX1,NA,NA
INOH1113di,NA,NODE_46_length_22041_cov_13.701759,11082,11537,-,shsP,small heat shock protein sHSP20-GI,plus,STRESS,HEAT,NA,NA,BLASTX,152,152,100,99.34,152,ASF80771.1,small heat shock protein sHSP20-GI,NA,NA
INOH1113di,NA,NODE_46_length_22041_cov_13.701759,12705,15551,-,clpK,heat shock survival AAA family ATPase ClpK,plus,STRESS,HEAT,NA,NA,EXACTX,949,949,100,100,949,ASF80763.1,heat shock survival AAA family ATPase ClpK,NA,NA
INOH1113di,NA,NODE_46_length_22041_cov_13.701759,15661,16227,-,hsp20,small heat shock protein sHSP20,plus,STRESS,HEAT,NA,NA,BLASTX,189,189,100,98.41,189,CDY80020.1,small heat shock protein sHSP20,NA,NA
INOH1113di,NA,NODE_49_length_21184_cov_33.186768,8068,8181,-,astA,heat-stable enterotoxin EAST1,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,38,38,100,100,38,AAD43578.1,heat-stable enterotoxin EAST1,NA,NA
INOH1113di,NA,NODE_58_length_13594_cov_32.950871,370,1599,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,96.59,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH1113di,NA,NODE_6_length_202137_cov_31.060132,5588,7006,-,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,473,473,100,90.7,473,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH1113di,NA,NODE_76_length_6928_cov_19.216283,383,760,+,pcoC,copper resistance system metallochaperone PcoC,plus,STRESS,METAL,COPPER,COPPER,EXACTX,126,126,100,100,126,CAA58527.1,copper resistance system metallochaperone PcoC,NA,NA
INOH1113di,NA,NODE_76_length_6928_cov_19.216283,768,1694,+,pcoD,copper resistance inner membrane protein PcoD,plus,STRESS,METAL,COPPER,COPPER,EXACTX,309,309,100,100,309,CAA58528.1,copper resistance inner membrane protein PcoD,NA,NA
INOH1113di,NA,NODE_76_length_6928_cov_19.216283,1752,2429,+,pcoR,copper response regulator transcription factor PcoR,plus,STRESS,METAL,COPPER,COPPER,EXACTX,226,226,100,100,226,CAA58529.1,copper response regulator transcription factor PcoR,NA,NA
INOH1113di,NA,NODE_8_length_177859_cov_27.202740,85579,85869,-,iss,increased serum survival lipoprotein Iss,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,97,97,100,100,97,BAG76115.1,increased serum survival lipoprotein Iss,NA,NA
INOH1134di,NA,NODE_10_length_118730_cov_27.289098,23821,25176,-,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH1134di,NA,NODE_22_length_80588_cov_32.373057,73954,74787,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
INOH1134di,NA,NODE_22_length_80588_cov_32.373057,74790,75590,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
INOH1134di,NA,NODE_25_length_76700_cov_32.931685,56128,57258,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,EXACTX,377,377,100,100,377,ABS58643.1,BlaEC family class C beta-lactamase,NA,NA
INOH1134di,NA,NODE_29_length_59019_cov_24.817787,10649,10912,-,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,EXACTX,88,88,100,100,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH1134di,NA,NODE_51_length_32843_cov_32.412167,175,1383,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,403,410,98.29,98.01,403,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH1134di,NA,NODE_6_length_134453_cov_32.093417,125518,128619,+,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.9,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH1134di,NA,NODE_90_length_3899_cov_33.037368,1153,2349,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
INOH1139ai,NA,NODE_15_length_101120_cov_23.580236,896,1159,+,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,BLASTX,88,88,100,98.86,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH1139ai,NA,NODE_18_length_95047_cov_35.257688,1828,5682,+,sigA,serine protease autotransporter toxin SigA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1285,1285,100,99.84,1285,AAN44449.1,serine protease autotransporter toxin SigA,NA,NA
INOH1139ai,NA,NODE_18_length_95047_cov_35.257688,11948,14035,-,iha,bifunctional siderophore receptor/adhesin Iha,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,696,696,100,100,696,AAG55323.1,bifunctional siderophore receptor/adhesin Iha,NA,NA
INOH1139ai,NA,NODE_18_length_95047_cov_35.257688,17461,19653,-,iutA,ferric aerobactin receptor IutA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,731,731,100,99.59,731,AAN45165.2,ferric aerobactin receptor IutA,NA,NA
INOH1139ai,NA,NODE_18_length_95047_cov_35.257688,19662,20996,-,iucD,NADPH-dependent L-lysine N(6)-monooxygenase IucD,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,445,445,100,99.78,445,AAD44749.1,NADPH-dependent L-lysine N(6)-monooxygenase IucD,NA,NA
INOH1139ai,NA,NODE_18_length_95047_cov_35.257688,20996,22735,-,iucC,NIS family aerobactin synthetase IucC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,580,580,100,99.31,580,AAN82073.1,NIS family aerobactin synthetase IucC,NA,NA
INOH1139ai,NA,NODE_18_length_95047_cov_35.257688,22738,23682,-,iucB,N(6)-hydroxylysine O-acetyltransferase IucB,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,315,315,100,99.37,315,AAN82074.1,N(6)-hydroxylysine O-acetyltransferase IucB,NA,NA
INOH1139ai,NA,NODE_18_length_95047_cov_35.257688,23686,25407,-,iucA,aerobactin synthase IucA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,574,576,100,98.26,576,EGI25746.1,aerobactin synthase IucA,NA,NA
INOH1139ai,NA,NODE_19_length_93038_cov_30.688850,7974,9059,-,capU,putative hexosyltransferase CapU,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,362,362,100,99.72,362,AEQ15694.1,putative hexosyltransferase CapU,NA,NA
INOH1139ai,NA,NODE_19_length_93038_cov_30.688850,91657,92865,-,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,403,410,98.29,97.27,403,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH1139ai,NA,NODE_1_length_227806_cov_31.289521,119003,120133,-,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,EXACTX,377,377,100,100,377,AAC77110.1,BlaEC family class C beta-lactamase,NA,NA
INOH1139ai,NA,NODE_46_length_33992_cov_15.047768,16106,17302,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
INOH1139ai,NA,NODE_48_length_31518_cov_29.044559,236,4483,-,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1416,1416,100,94.07,1416,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH1139ai,NA,NODE_6_length_170651_cov_25.481636,45316,47940,+,gyrA_S83L,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,99.09,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH1139ai,NA,NODE_71_length_10640_cov_14.648705,1840,3885,+,ireA,TonB-dependent siderophore receptor IreA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,682,682,100,99.56,682,AAN83596.1,TonB-dependent siderophore receptor IreA,NA,NA
INOH1139ai,NA,NODE_75_length_9770_cov_30.873643,5393,8494,-,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,EXACTX,1034,1034,100,100,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH1139ai,NA,NODE_80_length_6878_cov_36.630919,3692,4525,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
INOH1139ai,NA,NODE_80_length_6878_cov_36.630919,4878,5348,-,dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_021529707.1,trimethoprim-resistant dihydrofolate reductase DfrA14,NA,NA
INOH1139ai,NA,NODE_80_length_6878_cov_36.630919,5369,5896,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIALX,176,267,65.92,100,176,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
